index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
18875								A group of people at a bar drinking beer.	A group of people at a bar drinking champagne.						contradiction
18876								A group of people at a bar drinking beer.	A group of people at a bar drinking vodka.						contradiction
18877								A group of people at a bar drinking beer.	A group of people at a bar drinking tequila.						contradiction
18878								A group of people at a bar drinking beer.	A group of people at a bar drinking gin.						contradiction
18879								A group of people at a bar drinking beer.	A group of people at a bar drinking cider.						neutral
15880								In India there are four people in a vegetation field.	In Vietnam there are four people in a vegetation field.						contradiction
15881								In India there are four people in a vegetation field.	In North Korea there are four people in a vegetation field.						contradiction
15882								In India there are four people in a vegetation field.	In Thailand there are four people in a vegetation field.						contradiction
15883								In India there are four people in a vegetation field.	In Singapore there are four people in a vegetation field.						contradiction
15884								In India there are four people in a vegetation field.	In Malaysia there are four people in a vegetation field.						contradiction
11925								A young man standing selling lemonade.	A young man standing selling hot chocolate.						contradiction
11926								A young man standing selling lemonade.	A young man standing selling tea.						contradiction
11927								A young man standing selling lemonade.	A young man standing selling coffee.						contradiction
11928								A young man standing selling lemonade.	An old man standing selling lemonade.						contradiction
11929								A young man standing selling lemonade.	A young woman standing selling lemonade.						contradiction
10340								An elderly man gives a woman some carrots.	An elderly man gives a woman some potatoes.						contradiction
10341								An elderly man gives a woman some carrots.	An elderly man gives a woman some vegetables.						entailment
10342								An elderly man gives a woman some carrots.	A young man gives a woman some carrots.						contradiction
10343								An elderly man gives a woman some carrots.	An elderly woman gives a woman some carrots.						contradiction
10344								An elderly man gives a woman some carrots.	An elderly man gives a man some carrots.						contradiction
18355								A boy buying produce from an old man.	A boy buying produce from a middle man.						contradiction
18356								A boy buying produce from an old man.	A boy buying produce from an old woman.						contradiction
18357								A boy buying produce from an old man.	A boy buying produce from a young man.						contradiction
18359								A boy buying produce from an old man.	A boy selling produce from an old man.						contradiction
17305								Dancers are seated at bar to drink beer	Dancers are seated at bar to drink vodka						contradiction
17306								Dancers are seated at bar to drink beer	Dancers are seated at bar to drink whisky						contradiction
17307								Dancers are seated at bar to drink beer	Dancers are seated at bar to drink cider						contradiction
17308								Dancers are seated at bar to drink beer	Dancers are seated at bar to drink champagne						contradiction
17309								Dancers are seated at bar to drink beer	Dancers are seated at bar to drink gin						contradiction
17815								A Spanish guitarist and a female performer clad in white look on while a female student dons a serape.	A Mexican guitarist and a female performer clad in white look on while a female student dons a serape.						contradiction
17816								A Spanish guitarist and a female performer clad in white look on while a female student dons a serape.	A Portuguese guitarist and a female performer clad in white look on while a female student dons a serape.						contradiction
17817								A Spanish guitarist and a female performer clad in white look on while a female student dons a serape.	An Italian guitarist and a female performer clad in white look on while a female student dons a serape.						contradiction
17818								A Spanish guitarist and a female performer clad in white look on while a female student dons a serape.	A Brazilian guitarist and a female performer clad in white look on while a female student dons a serape.						contradiction
17819								A Spanish guitarist and a female performer clad in white look on while a female student dons a serape.	A French guitarist and a female performer clad in white look on while a female student dons a serape.						contradiction
16500								A man in a yellow jacket sweeps the street in England.	A man in a yellow jacket sweeps the street in Canada.						contradiction
16501								A man in a yellow jacket sweeps the street in England.	A man in a yellow jacket sweeps the street in Ireland.						contradiction
16502								A man in a yellow jacket sweeps the street in England.	A man in a red jacket sweeps the street in England.						contradiction
16503								A man in a yellow jacket sweeps the street in England.	A man in a yellow jacket sweeps the street in Australia.						contradiction
16504								A man in a yellow jacket sweeps the street in England.	A man in a yellow jacket sweeps the street in New Zealand.						contradiction
17615								A man wearing a blue shirt having a conversation with two men wearing orange and yellow work vest.	A man wearing a blue shirt having a conversation with ten men wearing orange and yellow work vest.						contradiction
17616								A man wearing a blue shirt having a conversation with two men wearing orange and yellow work vest.	A man wearing a blue shirt having a conversation with nine men wearing orange and yellow work vest.						contradiction
17617								A man wearing a blue shirt having a conversation with two men wearing orange and yellow work vest.	A man wearing a blue shirt having a conversation with seven men wearing orange and yellow work vest.						contradiction
17618								A man wearing a blue shirt having a conversation with two men wearing orange and yellow work vest.	A man wearing a blue shirt having a conversation with eleven men wearing orange and yellow work vest.						contradiction
17619								A man wearing a blue shirt having a conversation with two men wearing orange and yellow work vest.	A man wearing a blue shirt having a conversation with 9 men wearing orange and yellow work vest.						contradiction
14945								The old man bought some tools to do some woodwork.	The young man bought some tools to do some woodwork.						contradiction
14946								The old man bought some tools to do some woodwork.	The old woman bought some tools to do some woodwork.						contradiction
14948								The old man bought some tools to do some woodwork.	The old man sold some tools to do some woodwork.						contradiction
14949								The old man bought some tools to do some woodwork.	The new man bought some tools to do some woodwork.						contradiction
13830								A man and woman enjoy their first date in the city.	A man and woman enjoy their fifth date in the city.						contradiction
13831								A man and woman enjoy their first date in the city.	A man and woman enjoy their seventh date in the city.						contradiction
13832								A man and woman enjoy their first date in the city.	A man and woman enjoy their fourth date in the city.						contradiction
13833								A man and woman enjoy their first date in the city.	A man and woman enjoy their third date in the city.						contradiction
13834								A man and woman enjoy their first date in the city.	A man and woman enjoy their second date in the city.						contradiction
11920								A woman stands outside close to the sun.	A woman stands outside close to the moon.						contradiction
11921								A woman stands outside close to the sun.	A man stands outside close to the sun.						contradiction
11922								A woman stands outside close to the sun.	A woman stands outside far away from the sun.						contradiction
11923								A woman stands outside close to the sun.	A woman stands inside close to the sun.						contradiction
11924								A woman stands outside close to the sun.	A woman stands outside near the sun.						entailment
18911								The three dogs are walking on the sand.	The three dogs are walking on the glass.						contradiction
16830								An alien is drinking wine.	An alien is drinking cider.						contradiction
16831								An alien is drinking wine.	An alien is drinking gin.						contradiction
16832								An alien is drinking wine.	An alien is drinking tequila.						contradiction
16833								An alien is drinking wine.	An alien is drinking champagne.						contradiction
16834								An alien is drinking wine.	An alien is drinking vodka.						contradiction
16155								These two girls are spendingtime together	These 6 girls are spendingtime together						contradiction
16156								These two girls are spendingtime together	These eight girls are spendingtime together						contradiction
16157								These two girls are spendingtime together	These twelve girls are spendingtime together						contradiction
16158								These two girls are spendingtime together	These 5 girls are spendingtime together						contradiction
16159								These two girls are spendingtime together	These 10 girls are spendingtime together						contradiction
13126								A young lady walking her bicycle walking away from the camera on what appears to be a bike path near some water.	A young lady walking her bicycle walking away from the camera on what appears to be a bike path far away from some water.						contradiction
13127								A young lady walking her bicycle walking away from the camera on what appears to be a bike path near some water.	An old lady walking her bicycle walking away from the camera on what appears to be a bike path near some water.						contradiction
13128								A young lady walking her bicycle walking away from the camera on what appears to be a bike path near some water.	An elderly lady walking her bicycle walking away from the camera on what appears to be a bike path near some water.						contradiction
13129								A young lady walking her bicycle walking away from the camera on what appears to be a bike path near some water.	A young lady walking her bicycle walking away from the camera on what appears to be a bike path far from some water.						contradiction
12885								The white dog is near the Frisbee.	The orange dog is near the Frisbee.						contradiction
12886								The white dog is near the Frisbee.	The white dog is far from the Frisbee.						contradiction
12887								The white dog is near the Frisbee.	The white dog is far away from the Frisbee.						contradiction
12888								The white dog is near the Frisbee.	The dark dog is near the Frisbee.						contradiction
12889								The white dog is near the Frisbee.	The black dog is near the Frisbee.						contradiction
13345								2 female babies eating chips.	10 female babies eating chips.						contradiction
13346								2 female babies eating chips.	6 female babies eating chips.						contradiction
13347								2 female babies eating chips.	7 female babies eating chips.						contradiction
13348								2 female babies eating chips.	5 female babies eating chips.						contradiction
13349								2 female babies eating chips.	4 female babies eating chips.						contradiction
11025								Builders wearing orange vests, white hard hats, and black coats stand near the top of an escalator, viewed through an office window.	Builders wearing orange vests, white hard hats, and black coats stand far away from the top of an escalator, viewed through an office window.						contradiction
11026								Builders wearing orange vests, white hard hats, and black coats stand near the top of an escalator, viewed through an office window.	Builders wearing orange vests, cold hard hats, and black coats stand near the top of an escalator, viewed through an office window.						contradiction
11027								Builders wearing orange vests, white hard hats, and black coats stand near the top of an escalator, viewed through an office window.	Builders wearing orange vests, yellow hard hats, and black coats stand near the top of an escalator, viewed through an office window.						contradiction
11028								Builders wearing orange vests, white hard hats, and black coats stand near the top of an escalator, viewed through an office window.	Builders wearing orange vests, white hard hats, and black coats stand far from the top of an escalator, viewed through an office window.						contradiction
11029								Builders wearing orange vests, white hard hats, and black coats stand near the top of an escalator, viewed through an office window.	Builders wearing orange vests, white hard hats, and white coats stand near the top of an escalator, viewed through an office window.						contradiction
13940								The two men are playing basketball in a gym.	The seven men are playing basketball in a gym.						contradiction
13941								The two men are playing basketball in a gym.	The 9 men are playing basketball in a gym.						contradiction
13942								The two men are playing basketball in a gym.	The eleven men are playing basketball in a gym.						contradiction
13943								The two men are playing basketball in a gym.	The ten men are playing basketball in a gym.						contradiction
13944								The two men are playing basketball in a gym.	The twelve men are playing basketball in a gym.						contradiction
17905								A lady is cooking in the kitchen.	A lady is cooking in the courtroom.						contradiction
17906								A lady is cooking in the kitchen.	A lady is cooking in the classroom.						contradiction
17907								A lady is cooking in the kitchen.	A lady is cooking in the bedroom.						contradiction
17908								A lady is cooking in the kitchen.	A lady is cooking in the prison cell.						contradiction
17909								A lady is cooking in the kitchen.	A lady is cooking in the bathroom.						contradiction
11175								Several young Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.	Several senior Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.						contradiction
11176								Several young Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.	Several young Asian guests at a seaside wedding, including two bridesmaids in white dresses, wait in anticipation as the bride tosses her bouquet.						contradiction
11177								Several young Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.	Several old Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.						contradiction
11178								Several young Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.	Several young Asian guests at a seaside wedding, including two bridesmaids in red dresses, wait in anticipation as the bride tosses her bouquet.						contradiction
11179								Several young Asian guests at a seaside wedding, including two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.	Several young Asian guests at a seaside wedding, excluding two bridesmaids in pink dresses, wait in anticipation as the bride tosses her bouquet.						contradiction
18541								Young man wearing a cape and black shorts in the hot sun.	Young woman wearing a cape and black shorts in the hot sun.						contradiction
18543								Young man wearing a cape and black shorts in the hot sun.	Young man wearing a cape and blue shorts in the hot sun.						contradiction
11780								There is a man standing near the woman in a black jacket.	There is a man standing near the woman in a purple jacket.						contradiction
11781								There is a man standing near the woman in a black jacket.	There is a man standing near the woman in a blue jacket.						contradiction
11782								There is a man standing near the woman in a black jacket.	There is a man standing far away from the woman in a black jacket.						contradiction
11783								There is a man standing near the woman in a black jacket.	There is a man sitting near the woman in a black jacket.						contradiction
11784								There is a man standing near the woman in a black jacket.	There is a man standing far from the woman in a black jacket.						contradiction
12900								Mom and kids are very happy	Mom and kids are very joyful						entailment
12901								Mom and kids are very happy	Mom and kids are very unhappy						contradiction
12902								Mom and kids are very happy	Mom and kids are very delighted						entailment
12903								Mom and kids are very happy	Mom and kids are very glad						entailment
12904								Mom and kids are very happy	Mom and kids are very pleased						entailment
17730								A girl is playing at the beach for the first time.	A girl is playing at the beach for the 10th time.						contradiction
17731								A girl is playing at the beach for the first time.	A girl is playing at the beach for the 9th time.						contradiction
17732								A girl is playing at the beach for the first time.	A girl is playing at the beach for the 8th time.						contradiction
17733								A girl is playing at the beach for the first time.	A girl is playing at the beach for the tenth time.						contradiction
17734								A girl is playing at the beach for the first time.	A girl is playing at the beach for the 7th time.						contradiction
16065								The people are sittin in the living room.	The people are sittin in the courtroom.						contradiction
16066								The people are sittin in the living room.	The people are sittin in the dining room.						contradiction
16067								The people are sittin in the living room.	The people are sittin in the garage.						contradiction
16068								The people are sittin in the living room.	The people are sittin in the classroom.						contradiction
16069								The people are sittin in the living room.	The people are sittin in the bedroom.						contradiction
17480								The girl bravely slid down the slide for the first time.	The girl bravely slid down the slide for the 15th time.						contradiction
17481								The girl bravely slid down the slide for the first time.	The girl bravely slid down the slide for the 14th time.						contradiction
17482								The girl bravely slid down the slide for the first time.	The girl bravely slid down the slide for the 10th time.						contradiction
17483								The girl bravely slid down the slide for the first time.	The girl bravely slid down the slide for the 7th time.						contradiction
17484								The girl bravely slid down the slide for the first time.	The girl bravely slid down the slide for the thirteenth time.						contradiction
12220								The little girl is on her way to the park with her mom.	The large girl is on her way to the park with her mom.						contradiction
12221								The little girl is on her way to the park with her mom.	The little girl is on her way to the park with her mother.						entailment
12222								The little girl is on her way to the park with her mom.	The small girl is on her way to the park with her mom.						entailment
12223								The little girl is on her way to the park with her mom.	The tiny girl is on her way to the park with her mom.						entailment
12224								The little girl is on her way to the park with her mom.	The big girl is on her way to the park with her mom.						contradiction
15890								A child stands next to two people sitting one one end of an apartment building, while an Indian man with one shoe on sleeps outside his door.	A child stands next to two people sitting one one end of an apartment building, while a North Korean man with one shoe on sleeps outside his door.						contradiction
15891								A child stands next to two people sitting one one end of an apartment building, while an Indian man with one shoe on sleeps outside his door.	A child stands next to two people sitting one one end of an apartment building, while a South Korean man with one shoe on sleeps outside his door.						contradiction
15892								A child stands next to two people sitting one one end of an apartment building, while an Indian man with one shoe on sleeps outside his door.	A child stands next to two people sitting one one end of an apartment building, while a Thai man with one shoe on sleeps outside his door.						contradiction
15893								A child stands next to two people sitting one one end of an apartment building, while an Indian man with one shoe on sleeps outside his door.	A child stands next to two people sitting one one end of an apartment building, while an Indonesian man with one shoe on sleeps outside his door.						contradiction
15894								A child stands next to two people sitting one one end of an apartment building, while an Indian man with one shoe on sleeps outside his door.	A child stands next to two people sitting one one end of an apartment building, while a Vietnamese man with one shoe on sleeps outside his door.						contradiction
11050								A little girls sits near the lake.	A little girls sits far from the lake.						contradiction
11051								A little girls sits near the lake.	A small girls sits near the lake.						entailment
11052								A little girls sits near the lake.	A big girls sits near the lake.						contradiction
11053								A little girls sits near the lake.	A little girls sits far away from the lake.						contradiction
14650								Both dogs are black and brown.	Both dogs are black and white.						contradiction
14651								Both dogs are black and brown.	Both dogs are black and blue.						contradiction
14652								Both dogs are black and brown.	Both dogs are black and red.						contradiction
14653								Both dogs are black and brown.	Both dogs are black and green.						contradiction
14654								Both dogs are black and brown.	Both dogs are black and silver.						contradiction
12660								The girl is near the black bike and is wearing a dress.	The girl is near the white bike and is wearing a dress.						contradiction
12661								The girl is near the black bike and is wearing a dress.	The girl is far away from the black bike and is wearing a dress.						contradiction
12663								The girl is near the black bike and is wearing a dress.	The girl is far from the black bike and is wearing a dress.						contradiction
12664								The girl is near the black bike and is wearing a dress.	The girl is near the yellow bike and is wearing a dress.						contradiction
11725								A girl standing near the sprinklers squeals.	A girl standing far away from the sprinklers squeals.						contradiction
11726								A girl standing near the sprinklers squeals.	A son standing near the sprinklers squeals.						contradiction
11727								A girl standing near the sprinklers squeals.	A girl standing far from the sprinklers squeals.						contradiction
11728								A girl standing near the sprinklers squeals.	A girl running near the sprinklers squeals.						contradiction
11729								A girl standing near the sprinklers squeals.	A boy standing near the sprinklers squeals.						contradiction
16400								Chinese men hanging out by a park and talking.	Indonesian men hanging out by a park and talking.						contradiction
16401								Chinese men hanging out by a park and talking.	North Korean men hanging out by a park and talking.						contradiction
16402								Chinese men hanging out by a park and talking.	Thai men hanging out by a park and talking.						contradiction
16403								Chinese men hanging out by a park and talking.	South Korean men hanging out by a park and talking.						contradiction
16404								Chinese men hanging out by a park and talking.	Vietnamese men hanging out by a park and talking.						contradiction
18400								Police officers are in Japan.	Police officers are in North Korea.						contradiction
18401								Police officers are in Japan.	Police officers are in Thailand.						contradiction
18402								Police officers are in Japan.	Police officers are in Singapore.						contradiction
18403								Police officers are in Japan.	Police officers are in Malaysia.						contradiction
18404								Police officers are in Japan.	Police officers are in Vietnam.						contradiction
16325								child drinking wine	child drinking champagne						contradiction
16326								child drinking wine	child drinking gin						contradiction
16327								child drinking wine	child drinking vodka						contradiction
16328								child drinking wine	child drinking whisky						contradiction
16329								child drinking wine	child drinking tequila						contradiction
12981								A small group of three boys and two girls, is standing on the beach near the water.	A tiny group of three boys and two girls, is standing on the beach near the water.						entailment
15100								A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A little girl in a yellow shirt stands close to two women and a tricycle in a public place.						entailment
15101								A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A tiny girl in a yellow shirt stands near two women and a tricycle in a public place.						entailment
15102								A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A little girl in a yellow shirt stands near 11 women and a tricycle in a public place.						contradiction
15103								A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A small girl in a yellow shirt stands near two women and a tricycle in a public place.						entailment
15104								A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A little girl in a yellow shirt stands near 8 women and a tricycle in a public place.						contradiction
13145								A man with a large black bag is walking in the rain near the park.	A man with a miniature black bag is walking in the rain near the park.						contradiction
13146								A man with a large black bag is walking in the rain near the park.	A man with a large red bag is walking in the rain near the park.						contradiction
13147								A man with a large black bag is walking in the rain near the park.	A man with a large brown bag is walking in the rain near the park.						contradiction
13148								A man with a large black bag is walking in the rain near the park.	A man with a large black bag is walking in the rain far from the park.						contradiction
13149								A man with a large black bag is walking in the rain near the park.	A man with a large black bag is walking in the rain far away from the park.						contradiction
11805								A little girl sits in a highchair, looking unhappy.	A small girl sits in a highchair, looking unhappy.						entailment
11806								A little girl sits in a highchair, looking unhappy.	A big girl sits in a highchair, looking unhappy.						contradiction
11807								A little girl sits in a highchair, looking unhappy.	A little girl sits in a highchair, looking sad.						entailment
11808								A little girl sits in a highchair, looking unhappy.	A tiny girl sits in a highchair, looking unhappy.						entailment
11755								two kids are playing outside near the silver bars	two kids are playing outside far away from the silver bars						contradiction
11756								two kids are playing outside near the silver bars	six kids are playing outside near the silver bars						contradiction
11757								two kids are playing outside near the silver bars	two kids are playing inside near the silver bars						contradiction
11758								two kids are playing outside near the silver bars	five kids are playing outside near the silver bars						contradiction
11759								two kids are playing outside near the silver bars	two kids are playing outside far from the silver bars						contradiction
11610								The man hold a pole in the air, while sitting close to the cliffs edge.	The man hold a pole in the air, while sitting far away from the cliffs edge.						contradiction
11611								The man hold a pole in the air, while sitting close to the cliffs edge.	The man hold a pole in the air, while standing close to the cliffs edge.						contradiction
11612								The man hold a pole in the air, while sitting close to the cliffs edge.	The man hold a pole in the air, while sitting far from the cliffs edge.						contradiction
11613								The man hold a pole in the air, while sitting close to the cliffs edge.	The woman hold a pole in the air, while sitting close to the cliffs edge.						contradiction
13325								Four children are sitting on a wood floor playing a board game.	Four children are sitting on a stone floor playing a board game.						contradiction
13326								Four children are sitting on a wood floor playing a board game.	Four children are sitting on a cement floor playing a board game.						contradiction
13327								Four children are sitting on a wood floor playing a board game.	Four children are sitting on a brick floor playing a board game.						contradiction
13328								Four children are sitting on a wood floor playing a board game.	Four children are sitting on a bronze floor playing a board game.						contradiction
13329								Four children are sitting on a wood floor playing a board game.	Four children are sitting on a glass floor playing a board game.						contradiction
12041								The child is near the sand.	The child is far from the sand.						contradiction
12044								The child is near the sand.	The child is far away from the sand.						contradiction
13025								A woman and two young men, standing close to one another.	A woman and five young men, standing close to one another.						contradiction
13026								A woman and two young men, standing close to one another.	A woman and two old men, standing close to one another.						contradiction
13027								A woman and two young men, standing close to one another.	A woman and two young men, standing far away from one another.						contradiction
13028								A woman and two young men, standing close to one another.	A woman and two young men, standing far from one another.						contradiction
13029								A woman and two young men, standing close to one another.	A woman and 7 young men, standing close to one another.						contradiction
17160								The man is naked and alone in the bathroom.	The man is naked and alone in the courtroom.						contradiction
17161								The man is naked and alone in the bathroom.	The man is naked and alone in the classroom.						contradiction
17162								The man is naked and alone in the bathroom.	The man is naked and alone in the dining room.						contradiction
17163								The man is naked and alone in the bathroom.	The man is naked and alone in the common room.						contradiction
17164								The man is naked and alone in the bathroom.	The man is naked and alone in the bedroom.						contradiction
16750								An Indian woman is preparing to shake hands with someone.	A Vietnamese woman is preparing to shake hands with someone.						contradiction
16751								An Indian woman is preparing to shake hands with someone.	A South Korean woman is preparing to shake hands with someone.						contradiction
16752								An Indian woman is preparing to shake hands with someone.	An Indonesian woman is preparing to shake hands with someone.						contradiction
16753								An Indian woman is preparing to shake hands with someone.	A Thai woman is preparing to shake hands with someone.						contradiction
16754								An Indian woman is preparing to shake hands with someone.	A North Korean woman is preparing to shake hands with someone.						contradiction
15245								In front of a brick wall, an Indian man is playfully kicking at another man with an Indian woman spectating in the background.	In front of a brick wall, a Thai man is playfully kicking at another man with a Thai woman spectating in the background.						contradiction
15246								In front of a brick wall, an Indian man is playfully kicking at another man with an Indian woman spectating in the background.	In front of a brick wall, a Vietnamese man is playfully kicking at another man with a Vietnamese woman spectating in the background.						contradiction
15247								In front of a brick wall, an Indian man is playfully kicking at another man with an Indian woman spectating in the background.	In front of a brick wall, a North Korean man is playfully kicking at another man with a North Korean woman spectating in the background.						contradiction
15248								In front of a brick wall, an Indian man is playfully kicking at another man with an Indian woman spectating in the background.	In front of a brick wall, an Indonesian man is playfully kicking at another man with an Indonesian woman spectating in the background.						contradiction
15249								In front of a brick wall, an Indian man is playfully kicking at another man with an Indian woman spectating in the background.	In front of a brick wall, a South Korean man is playfully kicking at another man with a South Korean woman spectating in the background.						contradiction
10776								A woman fillets a fish, as part of preparing a recipe that includes broccoli, celery, and eggs.	A woman fillets a fish, as part of preparing a recipe that includes broccoli, cucumber, and eggs.						contradiction
10777								A woman fillets a fish, as part of preparing a recipe that includes broccoli, celery, and eggs.	A woman fillets a fish, as part of preparing a recipe that includes broccoli, potato, and eggs.						contradiction
10778								A woman fillets a fish, as part of preparing a recipe that includes broccoli, celery, and eggs.	A woman fillets a fish, as part of preparing a recipe that includes broccoli, tomato, and eggs.						contradiction
10779								A woman fillets a fish, as part of preparing a recipe that includes broccoli, celery, and eggs.	A woman fillets a fish, as part of preparing a recipe that includes broccoli, eggplant, and eggs.						contradiction
12352								A boy makes a jumping dive toward another boy with a soccer ball near.	A girl makes a jumping dive toward another girl with a soccer ball near.						contradiction
12354								A boy makes a jumping dive toward another boy with a soccer ball near.	A daughter makes a jumping dive toward another daughter with a soccer ball near.						contradiction
10200								A group of people in costumes are sitting near two statues.	A group of people in costumes are sitting close to two statues.						entailment
10201								A group of people in costumes are sitting near two statues.	A group of people in costumes are sitting near six statues.						contradiction
10202								A group of people in costumes are sitting near two statues.	A group of people in costumes are sitting far away from two statues.						contradiction
10203								A group of people in costumes are sitting near two statues.	A group of people in costumes are sitting near three statues.						contradiction
10204								A group of people in costumes are sitting near two statues.	A group of people in costumes are sitting far from two statues.						contradiction
11185								A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.	A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking cider.						contradiction
11186								A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.	A woman in a brown shirt and brown sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.						contradiction
11187								A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.	A woman in an orange shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.						contradiction
11188								A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.	A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking tequila.						contradiction
11189								A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking wine.	A woman in a black shirt and black sunglasses is using a newspaper to block the sun so that she can better see her laptop which she is using on the side of a pool while drinking gin.						contradiction
11685								The young boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.	The young daughter cannot perform any science experiments until the weather clears so he can go outside to do it safely.						contradiction
11686								The young boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.	The young boy can perform any science experiments until the weather clears so he can go outside to do it safely.						contradiction
11687								The young boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.	The old boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.						contradiction
11688								The young boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.	The young boy cannot perform any science experiments until the weather clears so he can stop outside to do it safely.						contradiction
11689								The young boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.	The senior boy cannot perform any science experiments until the weather clears so he can go outside to do it safely.						contradiction
18135								The lower bodies of two people skating	The lower bodies of twelve people skating						contradiction
18136								The lower bodies of two people skating	The lower bodies of 9 people skating						contradiction
18137								The lower bodies of two people skating	The lower bodies of ten people skating						contradiction
18138								The lower bodies of two people skating	The lower bodies of 11 people skating						contradiction
18139								The lower bodies of two people skating	The lower bodies of eleven people skating						contradiction
17985								The two women are in a relationship.	The 6 women are in a relationship.						contradiction
17986								The two women are in a relationship.	The 11 women are in a relationship.						contradiction
17987								The two women are in a relationship.	The eleven women are in a relationship.						contradiction
17988								The two women are in a relationship.	The seven women are in a relationship.						contradiction
17989								The two women are in a relationship.	The five women are in a relationship.						contradiction
18815								A boy in a yellow polo standing in tall grass	A boy in a green polo standing in tall grass						contradiction
18816								A boy in a yellow polo standing in tall grass	A boy in a blue polo standing in tall grass						contradiction
18817								A boy in a yellow polo standing in tall grass	A boy in a black polo standing in tall grass						contradiction
18818								A boy in a yellow polo standing in tall grass	A boy in a white polo standing in tall grass						contradiction
18819								A boy in a yellow polo standing in tall grass	A boy in a red polo standing in tall grass						contradiction
17115								A man with a shaved head, wearing a red shirt, is urinating in an outdoor area while another person walks nearby.	A man with a shaved head, wearing a silver shirt, is urinating in an outdoor area while another person walks nearby.						contradiction
17116								A man with a shaved head, wearing a red shirt, is urinating in an outdoor area while another person walks nearby.	A man with a shaved head, wearing an orange shirt, is urinating in an outdoor area while another person walks nearby.						contradiction
17117								A man with a shaved head, wearing a red shirt, is urinating in an outdoor area while another person walks nearby.	A man with a shaved head, wearing a pink shirt, is urinating in an outdoor area while another person walks nearby.						contradiction
17118								A man with a shaved head, wearing a red shirt, is urinating in an outdoor area while another person walks nearby.	A man with a shaved head, wearing a grey shirt, is urinating in an outdoor area while another person walks nearby.						contradiction
17119								A man with a shaved head, wearing a red shirt, is urinating in an outdoor area while another person walks nearby.	A man with a shaved head, wearing a purple shirt, is urinating in an outdoor area while another person walks nearby.						contradiction
12380								A little girl sits with her dad.	A large girl sits with her dad.						contradiction
12381								A little girl sits with her dad.	A small girl sits with her dad.						entailment
12382								A little girl sits with her dad.	A little girl sits with her father.						entailment
12383								A little girl sits with her dad.	A big girl sits with her dad.						contradiction
12384								A little girl sits with her dad.	A tiny girl sits with her dad.						entailment
11721								A little boy is looking at his gifts on Christmas morning.	A big boy is looking at his gifts on Christmas morning.						contradiction
11722								A little boy is looking at his gifts on Christmas morning.	A great boy is looking at his gifts on Christmas morning.						contradiction
11723								A little boy is looking at his gifts on Christmas morning.	A little boy is looking at his gifts on Christmas midnight.						contradiction
11724								A little boy is looking at his gifts on Christmas morning.	A small boy is looking at his gifts on Christmas morning.						entailment
10860								There is a girl sitting near the watermelon	There is a son sitting near the watermelon						contradiction
10861								There is a girl sitting near the watermelon	There is a girl sitting far from the watermelon						contradiction
10862								There is a girl sitting near the watermelon	There is a girl sitting far away from the watermelon						contradiction
10863								There is a girl sitting near the watermelon	There is a boy sitting near the watermelon						contradiction
10864								There is a girl sitting near the watermelon	There is a girl moving near the watermelon						contradiction
18180								A man with a blue shirt and black hat walks with his hands clasped behind his back down an alley in the daytime.	A man with a blue shirt and black hat walks with his hands clasped behind his back down an alley in the nighttime.						contradiction
